id,orig_label,premise,hypothesis,attack_label,after_attack
823,contradiction,额外 的 5 美分 ， 或者 额外 的 30 美分 即 可 得到 6 瓶 ， 大 家 大家 都 来 越境 购买 更 便宜 更 便宜 的 饮料,边界 另 一边 的 瓶子更贵 。,neutral,边界 其他 一边 的 瓶子更贵 。
824,contradiction,额外 的 5 美分 ， 或者 额外 的 30 美分 即 可 得到 6 瓶 ， 大 家 大家 都 来 越境 购买 更 便宜 更 便宜 的 饮料,边界 另 一边 的 瓶子更贵 。,entailment,边界 另 旁边 的 瓶子更贵 。
825,contradiction,是的 ， 我 能 听到 他 的 声音 。,我 听 不 见 他 。,neutral,我 判刑 要 见 他 。
826,contradiction,是的 ， 我 能 听到 他 的 声音 。,我 听 不 见 他 。,entailment,我 听 可 见 他 。
827,neutral,每当 你 买 一 件 商品 ， 尤其 是 一 件 大 的 商品 时 ， 你 付款 后 还要 加 上 大约 百分之十 的 税 。,缴纳 10 % 的 税费 太 多 了 。,Failed,缴纳 10 % 的 税费 太 多 了 。
828,neutral,每当 你 买 一 件 商品 ， 尤其 是 一 件 大 的 商品 时 ， 你 付款 后 还要 加 上 大约 百分之十 的 税 。,缴纳 10 % 的 税费 太 多 了 。,Failed,缴纳 10 % 的 税费 太 多 了 。
829,entailment,每当 你 买 一 件 商品 ， 尤其 是 一 件 大 的 商品 时 ， 你 付款 后 还要 加 上 大约 百分之十 的 税 。,当 你 计算 费用 时 ， 总 要 添加 百分之十 的 税 到 你 要 买 的 东西 上 。,neutral,当 你 计算 费用 时 ， 总 要 提高 百分之十 的 税 到 你 想要 买 的 用具 上 。
830,entailment,每当 你 买 一 件 商品 ， 尤其 是 一 件 大 的 商品 时 ， 你 付款 后 还要 加 上 大约 百分之十 的 税 。,当 你 计算 费用 时 ， 总 要 添加 百分之十 的 税 到 你 要 买 的 东西 上 。,contradiction,当 你 计算 费用 时 ， 总 就要 附加 百分之十 的 税 到 你 要 买 的 东西 上 。
831,contradiction,每当 你 买 一 件 商品 ， 尤其 是 一 件 大 的 商品 时 ， 你 付款 后 还要 加 上 大约 百分之十 的 税 。,你 无 需 为了 确定 成本 而 计算 税金 。,neutral,你 却 需 为了 确定 成本 而 计算 税金 。
832,contradiction,每当 你 买 一 件 商品 ， 尤其 是 一 件 大 的 商品 时 ， 你 付款 后 还要 加 上 大约 百分之十 的 税 。,你 无 需 为了 确定 成本 而 计算 税金 。,entailment,你 勿 须 并 确定 成本 就是 计算 税金 。
833,contradiction,这 有 点 不 寻常 ， 但是 它 是 通过 赞助 完成 的,它 就 像 每 一 天 一样 。,neutral,它 一经 像 每 乙 天 相同 。
834,contradiction,这 有 点 不 寻常 ， 但是 它 是 通过 赞助 完成 的,它 就 像 每 一 天 一样 。,Failed,它 就 像 每 一 天 一样 。
835,entailment,这 就 是 她 的 计划 ， 我 希望 如此,我 希望 她 按照 自己 的 计划 去 做 。,neutral,我 希望 她 按照 亲生 的 计划 去 做 。
836,entailment,这 就 是 她 的 计划 ， 我 希望 如此,我 希望 她 按照 自己 的 计划 去 做 。,contradiction,我 希望 她 按照 自己 的 计划 去除 做 。
837,neutral,这 就 是 她 的 计划 ， 我 希望 如此,如果 她 做 她 计划 做 的 事情 ， 那 对 她 会 很 好 。,entailment,若 她 做 她 计划 做 的 事情 ， 那 对 她 认为 相当 好 。
838,neutral,这 就 是 她 的 计划 ， 我 希望 如此,如果 她 做 她 计划 做 的 事情 ， 那 对 她 会 很 好 。,contradiction,既然 她 搞 她 方案 搞 的 物 ， 何处 给 她 会儿 太 不错 。
839,contradiction,这 就 是 她 的 计划 ， 我 希望 如此,她 没有 计划 这么 做 。,neutral,她 并没有 计划 这么 做 。
840,contradiction,这 就 是 她 的 计划 ， 我 希望 如此,她 没有 计划 这么 做 。,entailment,她 却 计划 这么 做 。
841,contradiction,没错 ， 但 我 的 意思 是 ， 目前 采用 新 的 法律 真的 很 困难,远离 事实 的 法律 是 陈旧 过时 的 。,neutral,远离 事实 的 法学 是 陈旧 过时 的 。
842,contradiction,没错 ， 但 我 的 意思 是 ， 目前 采用 新 的 法律 真的 很 困难,远离 事实 的 法律 是 陈旧 过时 的 。,Failed,远离 事实 的 法律 是 陈旧 过时 的 。
843,neutral,没错 ， 但 我 的 意思 是 ， 目前 采用 新 的 法律 真的 很 困难,事实上 ， 只 有 法规 花 了 很 长 时间 才 成为 现实 。,Failed,事实上 ， 只 有 法规 花 了 很 长 时间 才 成为 现实 。
844,neutral,没错 ， 但 我 的 意思 是 ， 目前 采用 新 的 法律 真的 很 困难,事实上 ， 只 有 法规 花 了 很 长 时间 才 成为 现实 。,contradiction,事实上 ， 只 有 法规 花 了 非常 善于 时间 才 成为 现实 。
845,entailment,你 知道 他 没有 遵守 任何 的 规则 ， 所以 被 踢 出局 了 ， 我 根本 不在乎 。,他 违反 了 所 有 规则 。,neutral,他 破坏 了 所 有 规则 。
846,entailment,你 知道 他 没有 遵守 任何 的 规则 ， 所以 被 踢 出局 了 ， 我 根本 不在乎 。,他 违反 了 所 有 规则 。,contradiction,他 断开 了 所 是 规矩 。
847,contradiction,你 知道 他 没有 遵守 任何 的 规则 ， 所以 被 踢 出局 了 ， 我 根本 不在乎 。,他 循规蹈矩 但 仍然 被 踢 了 出去,neutral,他 循规蹈矩 但 蒸馏 被 踢 了 出去
848,contradiction,你 知道 他 没有 遵守 任何 的 规则 ， 所以 被 踢 出局 了 ， 我 根本 不在乎 。,他 循规蹈矩 但 仍然 被 踢 了 出去,entailment,他 循规蹈矩 仅仅 仍 被 踢 了 出去
849,contradiction,是的 ， 这 似乎 是 不 可能 的 。,毫无疑问 , 这 将 很快 发生 。,neutral,毫无疑问 , 这 将 很快 发作 。
850,contradiction,是的 ， 这 似乎 是 不 可能 的 。,毫无疑问 , 这 将 很快 发生 。,Failed,毫无疑问 , 这 将 很快 发生 。
851,entailment,是的 ， 这 似乎 是 不 可能 的 。,事实上 ， 它 看 起来 不 可能 发生 。,neutral,事实上 ， 它 看 起床 不 可能 发生 。
852,entailment,是的 ， 这 似乎 是 不 可能 的 。,事实上 ， 它 看 起来 不 可能 发生 。,contradiction,事实上 ， 它 看 起来 都 可能 发生 。
853,neutral,是的 ， 这 似乎 是 不 可能 的 。,是的 ， 我 认为 这 不 太 可能 发生 ， 但 总 有 希望 。,entailment,是的 ， 阿拉 当 这 不 很 可能 产生 ， 只是 将 是 欲 。
854,neutral,是的 ， 这 似乎 是 不 可能 的 。,是的 ， 我 认为 这 不 太 可能 发生 ， 但 总 有 希望 。,contradiction,是的 ， 我 思 这 任何 很 可能 露头 ， 但 总 有 愿 。
855,contradiction,在 华盛顿 （ 他们 无法 击败 的 ） 、 布法罗 新 奥尔良 和 芝加哥 之间 有 相当 多 的 渊源 ， 因为 芝加哥 只 输 了 ,华盛顿 每场 比赛 都 输 了 。,neutral,华盛顿 每场 比赛 都 败 了 。
856,contradiction,在 华盛顿 （ 他们 无法 击败 的 ） 、 布法罗 新 奥尔良 和 芝加哥 之间 有 相当 多 的 渊源 ， 因为 芝加哥 只 输 了 ,华盛顿 每场 比赛 都 输 了 。,entailment,华盛顿 每场 匹配 既 失败 了 。
857,contradiction,哦 我 明白 这里 的 气氛 了,我 不 喜欢 这个 地方 散发 的 负面 能量 。,neutral,我 要 喜欢 这个 地方 散发 的 负面 能量 。
858,contradiction,哦 我 明白 这里 的 气氛 了,我 不 喜欢 这个 地方 散发 的 负面 能量 。,Failed,我 不 喜欢 这个 地方 散发 的 负面 能量 。
859,neutral,哦 我 明白 这里 的 气氛 了,我 觉得 这里 很 安全 ， 这 就 是 我 喜欢 它 的 原因 。,Failed,我 觉得 这里 很 安全 ， 这 就 是 我 喜欢 它 的 原因 。
860,neutral,哦 我 明白 这里 的 气氛 了,我 觉得 这里 很 安全 ， 这 就 是 我 喜欢 它 的 原因 。,contradiction,阿拉 觉 兹 至极 安宁 ， 立即 只 在于 我 热衷 它 的 出处 。
861,entailment,恩 ， 我 有 一个 女儿 ， 她 18 个 月 了 。,我 有 一个 孩子 ， 一个 18 个 月 大 的 女儿 。,neutral,我 有 一个 孩子 ， 一个 18 个 蟾蜍 大 的 女儿 。
862,entailment,恩 ， 我 有 一个 女儿 ， 她 18 个 月 了 。,我 有 一个 孩子 ， 一个 18 个 月 大 的 女儿 。,contradiction,我 有 一个 孩子 ， 一个 14 个 月 大 的 女儿 。
863,neutral,恩 ， 我 有 一个 女儿 ， 她 18 个 月 了 。,我 想 要 更 多 孩子 。,entailment,我 认为 须 逾 多 孩子 。
864,neutral,恩 ， 我 有 一个 女儿 ， 她 18 个 月 了 。,我 想 要 更 多 孩子 。,contradiction,我 思 就要 更 数以万计 孩子 。
865,contradiction,她 的 第二 个 是 一个 来自 垃圾堆 上 的 小狗 ， 这个 小公 狗 有 牙齿 问题 。,她 没有 任何 小狗 。,neutral,她 却 甚至 小狗 。
866,contradiction,她 的 第二 个 是 一个 来自 垃圾堆 上 的 小狗 ， 这个 小公 狗 有 牙齿 问题 。,她 没有 任何 小狗 。,entailment,她 并没有 可 小狗 。
867,entailment,她 的 第二 个 是 一个 来自 垃圾堆 上 的 小狗 ， 这个 小公 狗 有 牙齿 问题 。,这个 雄的 有 牙齿 问题 ， 第二 只 小狗 来自 于 垃圾 。,neutral,这个 雄的 有 牙齿 报告 ， 第二 只 小狗 来自 于 垃圾 。
868,entailment,她 的 第二 个 是 一个 来自 垃圾堆 上 的 小狗 ， 这个 小公 狗 有 牙齿 问题 。,这个 雄的 有 牙齿 问题 ， 第二 只 小狗 来自 于 垃圾 。,contradiction,这个 雄的 是 牙齿 问题 ， 第二 只 小狗 来自 于 垃圾 。
869,contradiction,哦 ， 这 是 你 的 意思 吗,你 不 从 那里 打电话 。,neutral,你 要 从 那里 打电话 。
870,contradiction,哦 ， 这 是 你 的 意思 吗,你 不 从 那里 打电话 。,entailment,你 可 既然 那里 接 。
871,entailment,老实说 我 不 知道 ， 因为 我 还 不必 穿 那么 多 的 衣服 ， 老实说 你 知道 的 。,我 不 经常 穿 礼服 。,neutral,在下 不 经常 穿 礼服 。
872,entailment,老实说 我 不 知道 ， 因为 我 还 不必 穿 那么 多 的 衣服 ， 老实说 你 知道 的 。,我 不 经常 穿 礼服 。,contradiction,我 任何 经常 穿 礼服 。
873,contradiction,老实说 我 不 知道 ， 因为 我 还 不必 穿 那么 多 的 衣服 ， 老实说 你 知道 的 。,我 一直 穿 着 礼服 。,neutral,在下 一直 着装 举办 礼服 。
874,contradiction,老实说 我 不 知道 ， 因为 我 还 不必 穿 那么 多 的 衣服 ， 老实说 你 知道 的 。,我 一直 穿 着 礼服 。,entailment,我 永 穿 着 穿着 。
875,neutral,你 去 过 欧洲 的 博物馆 吗 ？,我 敢 打赌 ， 您 肯定 很 喜欢 欧洲 之 旅 。,entailment,某人 敢 赌钱 ， 你 必 酷 热衷 欧洲 之 游 。
876,neutral,你 去 过 欧洲 的 博物馆 吗 ？,我 敢 打赌 ， 您 肯定 很 喜欢 欧洲 之 旅 。,contradiction,我 敢 打赌 ， 您 肯定 很 热衷 欧洲 乎 绊倒 。
877,contradiction,嗯 ， 甚至 不 是 铸铝 ， 他们 只是 压制 铝,它们 是 由 纯 铜制 成 的 。,neutral,它们 就是说 由于 纯真 铜制 成 的 。
878,contradiction,嗯 ， 甚至 不 是 铸铝 ， 他们 只是 压制 铝,它们 是 由 纯 铜制 成 的 。,entailment,这样 在于 导致 纯 铜制 成 的 。
879,entailment,它 仍然 让 我 害怕 。,我 仍然 害怕 。,neutral,我 蒸馏 害怕 。
880,entailment,它 仍然 让 我 害怕 。,我 仍然 害怕 。,contradiction,真主 剧照 恐怕 。
881,contradiction,它 仍然 让 我 害怕 。,它 并 没有 吓 到 我 。,neutral,它 连同 并没有 吓 来到 我 。
882,contradiction,它 仍然 让 我 害怕 。,它 并 没有 吓 到 我 。,entailment,它 并 却 吓 到 我 。
883,contradiction,然后 我 可能 会 看 他们 能够 负担 多少,我 不在乎 他们 能 负担 得 起 。,neutral,我 审查 他们 能 负担 得 起 。
884,contradiction,然后 我 可能 会 看 他们 能够 负担 多少,我 不在乎 他们 能 负担 得 起 。,entailment,我 看看 他们 能 负担 得 起 。
885,neutral,然后 我 可能 会 看 他们 能够 负担 多少,他们 通常 无法 承受 太 多 。,Failed,他们 通常 无法 承受 太 多 。
886,neutral,然后 我 可能 会 看 他们 能够 负担 多少,他们 通常 无法 承受 太 多 。,contradiction,他们 概念 无法 承受 太 多 。
887,entailment,嗯 ， 我 不 记得 它 看 起来 是 这样 做 的 ， 但 我 猜 它 可能 不 是 我 想象 的 那样 。,我 不 太 确定 ， 但 也许 是 这样 。,neutral,我 不 太 测量 ， 但 也许 就是说 合著 。
888,entailment,嗯 ， 我 不 记得 它 看 起来 是 这样 做 的 ， 但 我 猜 它 可能 不 是 我 想象 的 那样 。,我 不 太 确定 ， 但 也许 是 这样 。,contradiction,我 任何 太 确定 ， 但 也许 是 这样 。
889,neutral,嗯 ， 我 不 记得 它 看 起来 是 这样 做 的 ， 但 我 猜 它 可能 不 是 我 想象 的 那样 。,我 昨天 晚上 喝 了 不少 酒 ， 因此 我 不能够 完全 记得 。,Failed,我 昨天 晚上 喝 了 不少 酒 ， 因此 我 不能够 完全 记得 。
890,neutral,嗯 ， 我 不 记得 它 看 起来 是 这样 做 的 ， 但 我 猜 它 可能 不 是 我 想象 的 那样 。,我 昨天 晚上 喝 了 不少 酒 ， 因此 我 不能够 完全 记得 。,contradiction,我 前面 夜 喝 了 不少 酒 ， 因此 我 不能够 完全 记得 。
891,entailment,与 你 的 电视机 在 一起 ， 你 觉得 适合 电视 被 盗窃 的 惩罚 是 死亡,你 认为 偷电视 的 人 应该 受到 死亡 的 惩罚 。,neutral,你 认为 偷电视 的 成年人 应该 受到 死亡 的 惩罚 。
892,entailment,与 你 的 电视机 在 一起 ， 你 觉得 适合 电视 被 盗窃 的 惩罚 是 死亡,你 认为 偷电视 的 人 应该 受到 死亡 的 惩罚 。,Failed,你 认为 偷电视 的 人 应该 受到 死亡 的 惩罚 。
893,neutral,海滩 很 漂亮 ， 那 真的 是 一个 很 好 的 去处 ， 所以 这 可能 是 我 最 喜欢 去 的 地方 之 一,我 真的 喜欢 海滩 ， 因为 它 是 那么 干净 和 保持 完好 。,entailment,我 如果 喜欢 海滩 ， 原因 它 即 那么 干净 与会 保存 完好 。
894,neutral,海滩 很 漂亮 ， 那 真的 是 一个 很 好 的 去处 ， 所以 这 可能 是 我 最 喜欢 去 的 地方 之 一,我 真的 喜欢 海滩 ， 因为 它 是 那么 干净 和 保持 完好 。,contradiction,我 真的 爱 海滩 ， 因为 它 是 那么 干净 和 留 完好 。
895,contradiction,插 一 条 可乐 广告,别 打 任何 广告 。,neutral,爱 击败 甚至 广告 。
896,contradiction,插 一 条 可乐 广告,别 打 任何 广告 。,entailment,许 打下 可 广告 。
897,neutral,插 一 条 可乐 广告,开开心 心地 喝 软饮料 。,Failed,开开心 心地 喝 软饮料 。
898,neutral,插 一 条 可乐 广告,开开心 心地 喝 软饮料 。,contradiction,开开心 心地 吞咽 软饮料 。
899,contradiction,是的 当 我 有 一个 cocker spaniel 的 时候 ， 它 它 是 一 只 户外 的 狗 ， 呃 我 想我 比较 喜欢 那个 嗯哼,我 更喜欢 懒惰 的 室内 狗 ， 而 不 是 一整天 想 要 在户外 活动 的 狗 。,neutral,我 更喜欢 懒惰 的 室内 狗 ， 而 可 是 一整天 想 要 在户外 活动 的 狗 。
900,contradiction,是的 当 我 有 一个 cocker spaniel 的 时候 ， 它 它 是 一 只 户外 的 狗 ， 呃 我 想我 比较 喜欢 那个 嗯哼,我 更喜欢 懒惰 的 室内 狗 ， 而 不 是 一整天 想 要 在户外 活动 的 狗 。,Failed,我 更喜欢 懒惰 的 室内 狗 ， 而 不 是 一整天 想 要 在户外 活动 的 狗 。
901,neutral,是的 当 我 有 一个 cocker spaniel 的 时候 ， 它 它 是 一 只 户外 的 狗 ， 呃 我 想我 比较 喜欢 那个 嗯哼,我 真的 喜欢 所有 类型 的 户外 狗 ， 因为 它们 都 是 好孩子 。,entailment,我 真的 喜欢 各位 类型 的 户外 狗 ， 因为 它们 都 是 好孩子 。
902,neutral,是的 当 我 有 一个 cocker spaniel 的 时候 ， 它 它 是 一 只 户外 的 狗 ， 呃 我 想我 比较 喜欢 那个 嗯哼,我 真的 喜欢 所有 类型 的 户外 狗 ， 因为 它们 都 是 好孩子 。,contradiction,我 真的 热衷 完全 式 的 户外 狗 ， 导致 前途 都 是 好孩子 。
903,entailment,是的 当 我 有 一个 cocker spaniel 的 时候 ， 它 它 是 一 只 户外 的 狗 ， 呃 我 想我 比较 喜欢 那个 嗯哼,我 想我 倾向 于 像 我 曾 有 过 的 可 卡犬 一样 的 户外犬 。,neutral,我 想我 倾向 于 像 我 之前 有 过 的 可 卡犬 一样 的 户外犬 。
904,entailment,是的 当 我 有 一个 cocker spaniel 的 时候 ， 它 它 是 一 只 户外 的 狗 ， 呃 我 想我 比较 喜欢 那个 嗯哼,我 想我 倾向 于 像 我 曾 有 过 的 可 卡犬 一样 的 户外犬 。,contradiction,真主 想我 风向 乎 肖 我们 既 在 作为 的 得了 卡犬 一样 的 户外犬 。
905,neutral,据 推测 在 七 天 内 他们 会 去 看看 我们 的 背景 ， 并 确保 你 没有 前科 或 没有,背景 检查 无法 很 快 完成 。,entailment,上下文 观察 不得 酷 快速 完成 。
906,neutral,据 推测 在 七 天 内 他们 会 去 看看 我们 的 背景 ， 并 确保 你 没有 前科 或 没有,背景 检查 无法 很 快 完成 。,contradiction,背景 检查 莫 很 快速 完全 。
907,entailment,你 知道 ， 我 更 愿 坐 飞机 去 那里 ， 然后 享受 生活 。,我 迫不及待 地 想 要 下 飞机 并 在 我们 到达 那里 时 享受 我 自己 。,neutral,我 迫不及待 地 想 要 下 机器 并 在 我们 到达 那里 时 享受 我 自己 。
908,entailment,你 知道 ， 我 更 愿 坐 飞机 去 那里 ， 然后 享受 生活 。,我 迫不及待 地 想 要 下 飞机 并 在 我们 到达 那里 时 享受 我 自己 。,contradiction,我 迫不及待 地 想念 要 向下 发动机 并 在 我们 到达 那里 时分 待 我 自己 。
909,contradiction,你 知道 ， 我 更 愿 坐 飞机 去 那里 ， 然后 享受 生活 。,我 永远 不会飞 。,neutral,在下 悠久 不会飞 。
910,contradiction,你 知道 ， 我 更 愿 坐 飞机 去 那里 ， 然后 享受 生活 。,我 永远 不会飞 。,entailment,我 深远 不会飞 。
911,contradiction,好几 个 月 之前 ， 他们 有 六 名 陪审团 成员 ， 我 想 他们 ， 你 知道 的 ， 一直 都 是 十二 个 ， 十二 个 可以 说,陪审团 总是 13 人 。,neutral,陪审团 历来 13 人 。
912,contradiction,好几 个 月 之前 ， 他们 有 六 名 陪审团 成员 ， 我 想 他们 ， 你 知道 的 ， 一直 都 是 十二 个 ， 十二 个 可以 说,陪审团 总是 13 人 。,Failed,陪审团 总是 13 人 。
913,contradiction,所有 信贷 联盟 的 首席 执行官 和 这样 的 人 ， 所以 她 真 的 在 跟上 信贷 联盟 发生 关系,她 一点 也 不 关心 信用 合作社 。,neutral,她 有些 也 不 关心 信用 合作社 。
914,contradiction,所有 信贷 联盟 的 首席 执行官 和 这样 的 人 ， 所以 她 真 的 在 跟上 信贷 联盟 发生 关系,她 一点 也 不 关心 信用 合作社 。,entailment,她 一点 或者 可 关切 信用 合作社 。
915,neutral,所有 信贷 联盟 的 首席 执行官 和 这样 的 人 ， 所以 她 真 的 在 跟上 信贷 联盟 发生 关系,她 对 进 一 步 了解 信用 合作社 是 如何 赚钱 的 很 感 兴趣 。,entailment,她 对于 迈 唯一 步伐 理解 信贷 合作社 即 哪里 创收 的 相当 感 意思 。
916,neutral,所有 信贷 联盟 的 首席 执行官 和 这样 的 人 ， 所以 她 真 的 在 跟上 信贷 联盟 发生 关系,她 对 进 一 步 了解 信用 合作社 是 如何 赚钱 的 很 感 兴趣 。,contradiction,她 对 进 只有 步伐 理会 信用 合作社 就是说 怎 赚钱 的 至极 触及 兴趣 。
917,contradiction,我 知道 每个 人 ， 我 的 意思 是 每个 人 都 很 忙 ， 很 担心 ， 有 很多 问题 ， 人们 不 只 是 坐 下来 ， 你,我 看到 的 只 是 人们 坐 着 谈论 他们 的 问题 。,neutral,我 看到 的 只 是 人们 坐牢 着 谈论 他们 的 问题 。
918,contradiction,我 知道 每个 人 ， 我 的 意思 是 每个 人 都 很 忙 ， 很 担心 ， 有 很多 问题 ， 人们 不 只 是 坐 下来 ， 你,我 看到 的 只 是 人们 坐 着 谈论 他们 的 问题 。,entailment,我 看到 的 只不过 是 人们 坐 着 谈论 他们 的 问题 。
919,contradiction,布瑞恩 在 德克萨斯 布兰诺 ， 你 今天 过 得 如何 ？,玛丽 ， 你好 吗 ？,neutral,玛丽 ， 吃食 怎么着 ？
920,contradiction,布瑞恩 在 德克萨斯 布兰诺 ， 你 今天 过 得 如何 ？,玛丽 ， 你好 吗 ？,entailment,玛丽 ， 你好 哪些 ？
921,entailment,布瑞恩 在 德克萨斯 布兰诺 ， 你 今天 过 得 如何 ？,你 今天 过 得 怎么样 ？,neutral,你 目前 尝 得 哪些 ？
922,entailment,布瑞恩 在 德克萨斯 布兰诺 ， 你 今天 过 得 如何 ？,你 今天 过 得 怎么样 ？,contradiction,你 此刻 过 得 怎么样 ？
923,neutral,布瑞恩 在 德克萨斯 布兰诺 ， 你 今天 过 得 如何 ？,德克萨斯州 普莱诺 是 一个 很 棒 的 地方 。,entailment,德克萨斯州 普莱诺 即 一个 相当 赞 的 地方 。
924,neutral,布瑞恩 在 德克萨斯 布兰诺 ， 你 今天 过 得 如何 ？,德克萨斯州 普莱诺 是 一个 很 棒 的 地方 。,contradiction,德克萨斯州 普莱诺 即 一个 太 硬 的 所在 。
925,contradiction,所以 说 ， 它 就 只 带来 混乱,它 非常 平静 ， 不 会 导致 任何 问题 。,neutral,它 非常 平静 ， 不 会 导致 任何 审讯 。
926,contradiction,所以 说 ， 它 就 只 带来 混乱,它 非常 平静 ， 不 会 导致 任何 问题 。,entailment,它 甚 安详 ， 未 说 导致 便 问题 。
927,neutral,所以 说 ， 它 就 只 带来 混乱,有些 人 喜欢 它 创造 的 混乱 。,Failed,有些 人 喜欢 它 创造 的 混乱 。
928,neutral,所以 说 ， 它 就 只 带来 混乱,有些 人 喜欢 它 创造 的 混乱 。,contradiction,有的 人 喜欢 它 创造 的 动乱 。
929,entailment,是的 这 就 是 我 今天 做 的 事 ， 我 去 看 了 变形 黑侠 ， 你 看 过 了 吗 ？ 我 还 没有 ， 我 想我 今晚,我 还 没有 看到 darkman ， 所以 我 决定 今晚 去 看 它 。,neutral,我 迄今 并没有 看到 darkman ， 所以 我 决定 今晚 干掉 看 它 。
930,entailment,是的 这 就 是 我 今天 做 的 事 ， 我 去 看 了 变形 黑侠 ， 你 看 过 了 吗 ？ 我 还 没有 ， 我 想我 今晚,我 还 没有 看到 darkman ， 所以 我 决定 今晚 去 看 它 。,contradiction,我 还 从没 看到 darkman ， 所以 我 决定 今晚 去 看 它 。
931,neutral,是的 这 就 是 我 今天 做 的 事 ， 我 去 看 了 变形 黑侠 ， 你 看 过 了 吗 ？ 我 还 没有 ， 我 想我 今晚,我 听说 darkman 是 一 部 好 电影 。,entailment,我 听说 darkman 是 一 部 好意思 电影 。
932,neutral,是的 这 就 是 我 今天 做 的 事 ， 我 去 看 了 变形 黑侠 ， 你 看 过 了 吗 ？ 我 还 没有 ， 我 想我 今晚,我 听说 darkman 是 一 部 好 电影 。,contradiction,我 听说 darkman 是 每 部 好 电影 。
933,neutral,哦 天哪 ， 我 是 英语 专业 所以 我 喜欢 阅读 ， 句号,我 自打 记事 起 就 开始 看 书 。,entailment,我 自打 记事 始 就 始 看 书 。
934,neutral,哦 天哪 ， 我 是 英语 专业 所以 我 喜欢 阅读 ， 句号,我 自打 记事 起 就 开始 看 书 。,contradiction,我 自打 记事 起 只 开始 看 书 。
935,entailment,哦 天哪 ， 我 是 英语 专业 所以 我 喜欢 阅读 ， 句号,我 主修 英语 ， 所以 我 喜欢 阅读 。,neutral,我 主修 英国 ， 因而 我 热衷 阅读 。
936,entailment,哦 天哪 ， 我 是 英语 专业 所以 我 喜欢 阅读 ， 句号,我 主修 英语 ， 所以 我 喜欢 阅读 。,contradiction,我 主修 英语 ， 如此 真主 爱 逗号 。
937,neutral,我 的 天 呐 ， 他 为 一 只 鹦鹉 付 了 一千八百 美元 ， 这 简直 令 人 难以置信,鹦鹉 很 漂亮 ， 颜色 多样 。,entailment,鹦鹉 很 悦耳 ， 观 各种各样 。
938,neutral,我 的 天 呐 ， 他 为 一 只 鹦鹉 付 了 一千八百 美元 ， 这 简直 令 人 难以置信,鹦鹉 很 漂亮 ， 颜色 多样 。,contradiction,鹦鹉 太 丽都 ， 门面 接二连三 。
939,neutral,而 你 是 少数派 ， 而 你 却 一直 坚持 下去 ， 但是 呃,在 这种 情况下 ， 少数 群体 可能 具有 较 高 的 优势 。,Failed,在 这种 情况下 ， 少数 群体 可能 具有 较 高 的 优势 。
940,neutral,而 你 是 少数派 ， 而 你 却 一直 坚持 下去 ， 但是 呃,在 这种 情况下 ， 少数 群体 可能 具有 较 高 的 优势 。,Failed,在 这种 情况下 ， 少数 群体 可能 具有 较 高 的 优势 。
941,contradiction,而 你 是 少数派 ， 而 你 却 一直 坚持 下去 ， 但是 呃,你 不 是 少数 。,neutral,子 可 就是说 少数 。
942,contradiction,而 你 是 少数派 ， 而 你 却 一直 坚持 下去 ， 但是 呃,你 不 是 少数 。,entailment,你 可 是 少数 。
943,neutral,它 可能 还有 更 多 ， 因为 我 仅仅 享受 封面 ， 而 不 是 详细 的 内容 ， 因为 我 没有 时间 阅读 文章 ， 你 懂的,他们 做 了 比 你 从 论文 中 看到 的 更 多,entailment,时刻 进行 了 对比 你 由于 论文 则 看出 的 更 多
944,neutral,它 可能 还有 更 多 ， 因为 我 仅仅 享受 封面 ， 而 不 是 详细 的 内容 ， 因为 我 没有 时间 阅读 文章 ， 你 懂的,他们 做 了 比 你 从 论文 中 看到 的 更 多,contradiction,这么 做 了 较 你 从 论文 之内 看到 的 相当 数以万计
945,entailment,他们 自己 而且 我 喜欢 他们 的 一些 歌曲 ， 但 正 如 我 一致 认为 的 一般 原则 ， 我 不 会 选择 说唱,我 不 是 说唱 迷 ， 但 我 确实 喜欢 他们 的 一些 歌曲 。,neutral,在下 不 是 说唱 迷 ， 只有 在下 确实 爱好 他们 的 有的 歌曲 。
946,entailment,他们 自己 而且 我 喜欢 他们 的 一些 歌曲 ， 但 正 如 我 一致 认为 的 一般 原则 ， 我 不 会 选择 说唱,我 不 是 说唱 迷 ， 但 我 确实 喜欢 他们 的 一些 歌曲 。,contradiction,我 无 是 说唱 迷 ， 只 我 确实 喜欢 他们 的 一些 歌曲 。
947,neutral,他们 自己 而且 我 喜欢 他们 的 一些 歌曲 ， 但 正 如 我 一致 认为 的 一般 原则 ， 我 不 会 选择 说唱,他们 有 一些 首 磅 之 击 。,Failed,他们 有 一些 首 磅 之 击 。
948,neutral,他们 自己 而且 我 喜欢 他们 的 一些 歌曲 ， 但 正 如 我 一致 认为 的 一般 原则 ， 我 不 会 选择 说唱,他们 有 一些 首 磅 之 击 。,contradiction,这么 是 有点 鼻 磅 乎 撞 。
949,entailment,从 我 所 听到 的 事情 中 获得 了 满足感 。,我 听到 了 成就 的 声音,neutral,人家 听到 了 成效 的 人声
950,entailment,从 我 所 听到 的 事情 中 获得 了 满足感 。,我 听到 了 成就 的 声音,contradiction,我 听闻 了 获准 的 回荡
